Source,Target,Doc.1990,Doc.1992,Doc.1994,Doc.1996,Doc.1998,Doc.2000,Doc.2002,Doc.2004,Doc.2006,Doc.2008,Doc.2010,Doc.2012,Doc.2014,Doc.2016,Doc.2018
ALB,HUMAN FLU,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
ALB,GERMAN MEASLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ALB,HEPATITIS A,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3
ALB,HEPATITIS B,0,0,0,21,21,23,26,27,30,34,35,35,35,38,41
ALB,HEPATITIS C,0,0,0,0,0,0,0,0,0,0,2,2,9,12,13
ALB,HIV INFECTION,0,0,0,9,15,16,16,17,19,21,20,22,22,23,29
ALB,HYDROPHOBIA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ALB,MALARIA,0,0,0,0,0,0,0,0,2,6,6,8,8,9,9
ALB,MEASLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
ALDH1A1,HEPATITIS B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ALDH1L1,BACTERIAL INFECTION DUE TO PSEUDOMONAS,0,0,0,0,0,0,0,3,6,7,10,11,14,19,20
ALDH7A1,BACTERIAL INFECTION DUE TO PSEUDOMONAS,0,0,0,0,0,2,3,5,7,7,9,10,11,11,11
ALDH7A1,MALARIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ALK,BACTERIAL INFECTION DUE TO PSEUDOMONAS,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
ALKBH1,BACTERIAL INFECTION DUE TO PSEUDOMONAS,0,0,0,0,0,3,4,4,6,8,9,12,21,30,37
ALOX12,TOXOPLASMA GONDII INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ALOX5,CLASSICAL DENGUE FEVERS,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
ALPI,SALMONELLA INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
ALPI,MALARIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ALS3,CANDIDA INFECTION,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3
ALYREF,HUMAN FLU,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
AMBP,HIV INFECTION,0,0,0,3,3,3,3,4,5,5,4,5,4,5,5
AMD1,MALARIA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
AMPD1,BACTERIAL INFECTION DUE TO PSEUDOMONAS,0,0,0,0,0,2,2,2,2,2,2,2,3,4,4
AMY2A,BACTERIAL INFECTION DUE TO PSEUDOMONAS,0,0,0,7,8,9,10,10,11,12,16,19,21,22,22
AMY2A,CRYPTOCOCCOSES,0,0,0,0,0,0,0,2,2,4,5,8,8,9,9
ANC,HUMAN FLU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ANC,MALARIA,0,0,0,0,0,0,0,0,0,2,4,5,8,16,19
ANC,SYPHILIS,0,0,0,0,0,0,0,0,0,0,0,0,7,11,13
ANGIOTENSIN II,HEPATITIS A,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
ANGIOTENSIN II,HIV INFECTION,0,0,0,0,0,0,0,0,0,0,0,2,3,4,4
ANGIOTENSIN II,MALARIA,0,0,0,0,0,0,0,0,0,0,2,3,5,9,11
ANGPT1,MALARIA,0,0,0,0,0,0,0,0,0,0,4,4,5,8,10
ANGPT2,CLASSICAL DENGUE FEVERS,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ANGPT2,MALARIA,0,0,0,0,0,0,0,0,0,0,3,3,4,6,7
ANK1,MALARIA,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3
ANKRD1,HEPATITIS C,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ANP32A,HUMAN FLU,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
ANPEP,BACTERIAL INFECTION DUE TO PSEUDOMONAS,0,0,0,0,0,0,3,3,3,3,3,3,4,5,5
ANPEP,HEPATITIS B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ANPEP,MALARIA,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4
ANTXR1,ANTHRAX,0,0,0,0,0,0,0,0,4,5,9,14,24,32,35
ANTXR2,ANTHRAX,0,0,0,0,0,0,0,2,2,7,17,25,32,47,54
ANXA13,HUMAN FLU,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
ANXA2,BACTERIAL INFECTION DUE TO PSEUDOMONAS,0,0,0,3,5,7,9,10,11,13,14,15,15,18,19
ANXA2,HEPATITIS B,0,0,0,0,0,0,0,0,0,2,3,3,4,5,5
ANXA2,HEPATITIS C,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4
ANXA2,HIV INFECTION,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3
ANXA2,MEASLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ANXA4,MALARIA,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4
ANXA5,CHLAMYDIA INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
ANXA5,HEPATITIS B,0,0,0,2,2,7,7,7,8,8,8,8,8,8,8
ANXA5,HIV INFECTION,0,0,0,0,0,0,0,0,0,0,2,2,4,5,4
ANXA6,HUMAN FLU,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
AOX1,BACTERIAL INFECTION DUE TO PSEUDOMONAS,0,0,0,0,0,0,0,0,2,5,5,6,7,7,7
AP2A1,HIV INFECTION,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
APCDD1,CLASSICAL DENGUE FEVERS,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5
APCDD1,MALARIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
APEX1,HIV INFECTION,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3
APLN,HIV INFECTION,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2
APLNR,HIV INFECTION,0,0,0,0,0,0,2,2,3,3,4,4,3,3,3
APOA1,CLASSICAL DENGUE FEVERS,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
APOA1,HEPATITIS B,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
APOA1,HIV INFECTION,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
APOA1,MALARIA,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
APOA5,HEPATITIS B,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
APOB,HEPATITIS B,0,0,0,0,0,0,0,0,0,0,2,5,5,5,5
APOB,HEPATITIS C,0,0,0,0,0,2,2,3,4,4,13,19,25,31,33
APOB,HIV INFECTION,0,0,0,0,0,0,0,0,0,2,2,2,2,5,5
APOBEC1,HIV INFECTION,0,0,0,0,0,0,0,0,2,2,3,2,3,3,2
APOBEC3A,DISEASE DUE TO PARVOVIRIDAE,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
APOBEC3A,HEPATITIS B,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
APOBEC3A,HIV INFECTION,0,0,0,0,0,0,0,0,0,2,2,5,7,7,7
APOBEC3B,HEPATITIS B,0,0,0,0,0,0,0,0,0,3,5,5,8,11,11
APOBEC3B,HIV INFECTION,0,0,0,0,0,0,0,0,2,3,4,7,7,8,10
APOBEC3C,HEPATITIS B,0,0,0,0,0,0,0,0,0,0,2,3,3,5,6
APOBEC3C,HIV INFECTION,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4
APOBEC3D,HIV INFECTION,0,0,0,0,0,0,0,0,0,0,0,2,4,5,6
APOBEC3F,HEPATITIS B,0,0,0,0,0,0,0,0,0,0,2,2,2,3,4
APOBEC3F,HIV INFECTION,0,0,0,0,0,0,0,2,5,10,20,26,29,35,38
APOBEC3G,BACTERIAL INFECTION DUE TO PSEUDOMONAS,0,0,0,0,0,2,2,2,3,4,4,5,5,5,5
APOBEC3G,HEPATITIS B,0,0,0,0,0,0,0,0,9,15,20,20,25,29,33
APOBEC3G,HEPATITIS C,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
APOBEC3G,HIV INFECTION,0,0,0,0,0,0,0,8,25,55,81,105,122,137,153
APOBEC3H,HIV INFECTION,0,0,0,0,0,0,0,0,0,0,3,5,6,10,13
APOC1,HEPATITIS C,0,0,0,0,0,0,0,0,0,2,2,3,4,4,4
APOC3,HEPATITIS C,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
APOC3,HIV INFECTION,0,0,0,0,0,0,0,0,0,2,2,2,3,3,3
APOE,CRYPTOSPORIDIOSES,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
APOE,HEPATITIS B,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
APOE,HEPATITIS C,0,0,0,0,0,0,0,0,0,2,11,17,32,46,55
APOE,HERPES ZOSTER,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2
APOE,HIV INFECTION,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4
APOE,MALARIA,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4
APOH,HEPATITIS B,0,0,0,0,0,0,2,3,3,3,3,3,3,3,3
APOH,HIV INFECTION,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
APOL1,AFRICAN SLEEPING SICKNESSES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
APOL1,HIV INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3
APOM,HEPATITIS B,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
APP,HIV INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3
APRT,GIARDIASES,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
AR,HEPATITIS B,0,0,0,0,0,0,0,2,2,3,6,7,8,10,14
ARAF,BACTERIAL INFECTION DUE TO PSEUDOMONAS,0,0,0,0,0,0,0,0,2,4,4,4,4,6,6
ARAP3,ANTHRAX,0,0,0,0,0,0,0,0,0,2,2,2,3,3,3
ARC,HIV INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ARC,SALMONELLA INFECTION,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3
ARCN1,HUMAN FLU,0,0,0,0,0,0,0,0,0,0,0,2,3,4,4
AREG,HUMAN FLU,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4
AREG,HEPATITIS C,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ARF1,HEPATITIS C,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
ARF1,SALMONELLA INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ARFIP2,BACTERIAL INFECTION DUE TO PSEUDOMONAS,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ARFRP1,HEPATITIS C,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ARHGEF15,HUMAN FLU,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
ARHGEF2,BACILLARY DYSENTERY,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
ARHGEF2,DISEASE CAUSED BY RICKETTSIAE,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ARHGEF26,SALMONELLA INFECTION,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2
ARID4B,HEPATITIS C,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
ARIH1,HUMAN FLU,0,0,0,0,0,0,0,0,0,0,0,0,3,10,13
ARNT,SALMONELLA INFECTION,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
ARPP21,YERSINIA INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ARSD,GERMAN MEASLES,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
ASGR1,HEPATITIS B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ASPA,BACTERIAL INFECTION DUE TO PSEUDOMONAS,0,0,0,0,0,0,0,0,0,0,3,7,10,12,12
ASPG,BACTERIAL INFECTION DUE TO PSEUDOMONAS,0,0,0,10,11,11,11,12,15,17,19,23,24,27,27
ASPG,HIV INFECTION,0,0,0,0,0,0,2,3,3,3,3,3,3,3,3
ASRGL1,BACTERIAL INFECTION DUE TO PSEUDOMONAS,0,0,0,5,5,5,5,6,6,6,7,7,7,13,14
ASRGL1,SALMONELLA INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
ASRGL1,PCP,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
ASZ1,BACTERIAL INFECTION DUE TO PSEUDOMONAS,0,0,0,2,3,3,3,3,3,3,3,3,3,3,3
ASZ1,DISEASE DUE TO PARVOVIRIDAE,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
ATAD5,HEPATITIS B,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ATF4,HIV INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ATF6,WEST NILE VIRAL INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ATG16L1,BACILLARY DYSENTERY,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
ATG16L1,SALMONELLA INFECTION,0,0,0,0,0,0,0,0,0,0,2,2,5,7,9
ATG5,BACILLARY DYSENTERY,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5
ATG5,CLASSICAL DENGUE FEVERS,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
ATG5,HEPATITIS C,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6
ATG5,HERPES ZOSTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ATG5,SALMONELLA INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ATG7,BACTERIAL INFECTION DUE TO PSEUDOMONAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ATG7,HUMAN FLU,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
ATG7,HEPATITIS C,0,0,0,0,0,0,0,0,0,0,0,2,2,3,5
ATM,HEPATITIS C,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
ATM,HIV INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
ATP6AP2,HUMAN FLU,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4
ATP6AP2,HEPATITIS B,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ATP6AP2,HEPATITIS C,0,0,0,0,0,0,0,0,0,0,0,2,5,5,5
ATP6AP2,MALARIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ATP6AP2,WEST NILE VIRAL INFECTION,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3
ATP6V0A2,HIV INFECTION,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3
ATP6V0C,HUMAN FLU,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4
ATP6V0D1,HEPATITIS B,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
