Source,Target,Doc.1990,Doc.1992,Doc.1994,Doc.1996,Doc.1998,Doc.2000,Doc.2002,Doc.2004,Doc.2006,Doc.2008,Doc.2010,Doc.2012,Doc.2014,Doc.2016,Doc.2018
ADA,SYSTEMIC LUPUS ERYTHEMATOSUS,0,0,0,0,0,0,4,4,4,4,4,5,5,5,6
ADAM17,ARTHRITIS,0,0,0,0,0,0,2,3,2,3,3,5,7,7,8
ADAM17,PSORIASIS,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
ADAM17,SCLERODERMA,0,0,0,0,0,0,0,0,0,0,2,4,3,3,3
ADAM17,SJOGREN'S SYNDROME,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ADAM23,PSORIASIS,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ADAM33,PSORIASIS,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3
ADAMTS12,ARTHRITIS,0,0,0,0,0,0,0,0,0,0,0,2,3,4,4
ADAMTS13,SYSTEMIC LUPUS ERYTHEMATOSUS,0,0,0,0,0,0,0,0,0,0,0,3,2,3,3
ADAMTS4,ARTHRITIS,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
ADAMTS5,ARTHRITIS,0,0,0,0,0,0,0,0,0,0,0,2,4,5,5
ADAMTS7,ARTHRITIS,0,0,0,0,0,0,0,0,0,0,2,2,2,6,6
ADAMTS7,ASEPTIC NECROSIS OF BONE,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ADAMTSL5,PSORIASIS,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
ADAR,SYSTEMIC LUPUS ERYTHEMATOSUS,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
ADCY1,PSORIASIS,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3
ADCYAP1,ARTHRITIS,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
ADIPOQ,AGE RELATED OSTEOPOROSIS,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5
ADIPOQ,ARTHRITIS,0,0,0,0,0,0,0,0,0,0,6,5,8,8,10
ADIPOQ,CHRONIC ULCERATIVE COLITIS,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
ADIPOQ,CROHN'S DISEASE,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4
ADIPOQ,KAWASAKI DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ADIPOQ,PSORIASIS,0,0,0,0,0,0,0,0,0,0,0,2,10,17,19
ADIPOQ,SCLERODERMA,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4
ADIPOQ,SYSTEMIC LUPUS ERYTHEMATOSUS,0,0,0,0,0,0,0,0,0,0,3,5,5,5,7
ADM,AGE RELATED OSTEOPOROSIS,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3
ADM,ARTHRITIS,0,0,0,0,0,0,0,0,0,2,2,2,3,4,6
ADM,BEHCET SYNDROME,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
ADM,CHRONIC ULCERATIVE COLITIS,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ADM,SYSTEMIC LUPUS ERYTHEMATOSUS,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2
ADORA2A,ARTHRITIS,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
ADRB2,ARTHRITIS,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ADRBK1,ARTHRITIS,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
AFF1,SYSTEMIC LUPUS ERYTHEMATOSUS,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
AFP,SYSTEMIC LUPUS ERYTHEMATOSUS,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2
AGTR1,AGE RELATED OSTEOPOROSIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
AGTR1,SCLERODERMA,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
AHR,BEHCET SYNDROME,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
AHR,CHRONIC ULCERATIVE COLITIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
AHR,CROHN'S DISEASE,0,0,0,0,0,0,0,0,0,0,0,3,4,7,9
AHR,SYSTEMIC LUPUS ERYTHEMATOSUS,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
AHSG,AGE RELATED OSTEOPOROSIS,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
AHSG,ANKYLOSING SPONDYLARTHRITIDES,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5
AHSG,CROHN'S DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
AICDA,SYSTEMIC LUPUS ERYTHEMATOSUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
AIM2,ARTHRITIS,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
AIS,AGE RELATED OSTEOPOROSIS,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3
AKR1B10,PSORIASIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
AKT1,AGE RELATED OSTEOPOROSIS,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3
AKT1,ARTHRITIS,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
AKT1,CHRONIC ULCERATIVE COLITIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
AKT1,PSORIASIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
AKT1,SARCOIDOSIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
AKT1,SJOGREN'S SYNDROME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ALB,ACTIVE RHEUMATIC FEVER,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4
ALB,ARTHRITIS,3,3,3,3,3,3,3,5,7,10,14,32,31,35,37
ALB,CHRONIC ULCERATIVE COLITIS,3,3,3,3,3,3,3,3,3,4,5,5,5,5,6
ALB,CROHN'S DISEASE,2,2,2,2,2,3,2,3,2,3,3,4,3,3,5
ALB,KAWASAKI DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ALB,PSORIASIS,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
ALB,SARCOIDOSIS,0,0,0,2,3,2,3,2,5,8,14,29,18,18,21
ALB,SCLERODERMA,0,0,0,0,0,2,3,2,3,3,3,2,3,3,3
ALB,SYSTEMIC LUPUS ERYTHEMATOSUS,0,0,0,0,0,0,0,0,0,0,0,4,3,4,6
ALDH2,AGE RELATED OSTEOPOROSIS,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
ALOX12,PSORIASIS,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3
ALOX15,AGE RELATED OSTEOPOROSIS,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
ALOX15,ARTHRITIS,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3
ALOX5,ARTHRITIS,0,2,2,4,4,4,4,4,5,5,5,5,6,6,7
ALOX5,CHRONIC ULCERATIVE COLITIS,0,0,2,2,2,2,2,2,2,2,2,3,3,3,3
ALOX5,PSORIASIS,4,7,9,13,13,13,13,13,13,13,13,13,13,14,14
ALPI,CHRONIC ULCERATIVE COLITIS,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
ALPL,ANKYLOSING SPONDYLARTHRITIDES,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
AMIGO2,ARTHRITIS,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ANG,ARTHRITIS,0,0,0,0,0,0,0,2,2,2,2,2,2,3,4
ANGIOTENSIN II,AGE RELATED OSTEOPOROSIS,0,0,0,0,0,0,0,0,0,0,0,3,6,7,11
ANGIOTENSIN II,SCLERODERMA,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
ANGPT1,ANGIITIDES,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
ANGPT1,ARTHRITIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ANGPT1,KAWASAKI DISEASE,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3
ANGPT2,ANGIITIDES,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
ANGPT2,ARTHRITIS,0,0,0,0,0,0,0,0,0,0,2,3,6,8,11
ANGPT2,SCLERODERMA,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
ANGPTL6,PSORIASIS,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ANKH,ANKYLOSING SPONDYLARTHRITIDES,0,0,0,0,0,0,0,0,2,2,2,4,4,4,4
ANPEP,AGE RELATED OSTEOPOROSIS,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
ANTXR2,ANKYLOSING SPONDYLARTHRITIDES,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
ANXA1,ARTHRITIS,0,0,0,0,0,0,0,0,0,0,0,0,6,7,7
ANXA1,CROHN'S DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4
ANXA11,SARCOIDOSIS,0,0,0,0,0,0,0,0,0,0,0,2,4,4,5
ANXA2,AGE RELATED OSTEOPOROSIS,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
ANXA2,ANTI PHOSPHOLIPID ANTIBODY SYNDROME,0,0,0,0,0,0,0,0,0,0,0,3,4,5,5
ANXA2,ARTHRITIS,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ANXA2,ASEPTIC NECROSIS OF BONE,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
ANXA2,LYME DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ANXA5,ANTI PHOSPHOLIPID ANTIBODY SYNDROME,0,0,0,0,0,2,2,2,2,2,2,2,3,4,4
ANXA5,SYSTEMIC LUPUS ERYTHEMATOSUS,0,0,0,0,2,2,2,2,3,3,5,8,10,10,10
AOC1,CROHN'S DISEASE,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
AOC1,PSORIASIS,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
APOA1,ASEPTIC NECROSIS OF BONE,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
APOA1,SYSTEMIC LUPUS ERYTHEMATOSUS,0,0,0,0,0,0,0,0,0,0,2,4,2,2,3
APOB,ASEPTIC NECROSIS OF BONE,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
APOE,AGE RELATED OSTEOPOROSIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
APOE,ARTHRITIS,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
APOE,PSORIASIS,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4
APOH,ANTI PHOSPHOLIPID ANTIBODY SYNDROME,0,0,0,0,3,6,9,13,18,21,23,35,35,44,46
APOH,SYSTEMIC LUPUS ERYTHEMATOSUS,0,0,0,0,0,2,3,3,5,5,5,8,8,11,11
APOL1,SYSTEMIC LUPUS ERYTHEMATOSUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
APOM,SYSTEMIC LUPUS ERYTHEMATOSUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
APP,ANGIITIDES,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2
APP,ANTI PHOSPHOLIPID ANTIBODY SYNDROME,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
APTX,COGAN SYNDROME,0,0,0,0,0,0,0,0,2,3,4,5,6,7,10
AQP1,SJOGREN'S SYNDROME,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
AQP3,SCLERODERMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
AQP4,ANGIITIDES,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
AQP4,SJOGREN'S SYNDROME,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
AQP4,SYSTEMIC LUPUS ERYTHEMATOSUS,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
AQP5,SJOGREN'S SYNDROME,0,0,0,0,0,0,2,2,4,5,6,6,7,8,9
AR,AGE RELATED OSTEOPOROSIS,0,0,0,0,0,0,0,8,3,4,6,40,8,9,9
AREG,PSORIASIS,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7
ARG1,PSORIASIS,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2
ARSD,CROHN'S DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
ARTN,CROHN'S DISEASE,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
ASIC3,ARTHRITIS,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4
ASIC3,FIBROMYALGIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ASPG,ASEPTIC NECROSIS OF BONE,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ATF4,AGE RELATED OSTEOPOROSIS,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
ATF4,CROHN'S DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
ATG16L1,CHRONIC ULCERATIVE COLITIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ATG16L1,CROHN'S DISEASE,0,0,0,0,0,0,0,0,0,3,15,29,25,31,33
ATG5,SJOGREN'S SYNDROME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ATG5,SYSTEMIC LUPUS ERYTHEMATOSUS,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5
ATP6V0A4,PSORIASIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ATP6V1H,AGE RELATED OSTEOPOROSIS,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
AVP,GRANULOMATOSIS WITH POLYANGIITIS,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
AVP,SARCOIDOSIS,2,2,2,2,2,3,2,3,2,2,2,3,2,2,2
AVP,SYSTEMIC LUPUS ERYTHEMATOSUS,3,3,3,3,3,5,4,5,4,4,4,5,4,4,4
B2M,ANKYLOSING SPONDYLARTHRITIDES,0,0,0,0,0,3,2,5,3,3,3,5,3,4,4
B2M,ARTHRITIS,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
B2M,SARCOIDOSIS,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
B2M,SJOGREN'S SYNDROME,4,4,4,4,5,6,5,7,7,7,7,9,8,8,8
B2M,SYSTEMIC LUPUS ERYTHEMATOSUS,0,0,0,0,3,5,4,5,5,5,6,8,7,7,7
B3GAT1,ARTHRITIS,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
BANK1,SYSTEMIC LUPUS ERYTHEMATOSUS,0,0,0,0,0,0,0,0,0,0,0,8,2,3,3
BAX,CHRONIC ULCERATIVE COLITIS,0,0,0,0,0,0,0,0,0,2,2,4,2,2,2
BCHE,CHRONIC ULCERATIVE COLITIS,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
BCHE,CROHN'S DISEASE,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
BCKDHA,ARTHRITIS,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
BCL2,ARTHRITIS,0,0,0,0,0,0,0,0,0,0,10,21,42,76,80
BCL2,CHRONIC ULCERATIVE COLITIS,0,0,0,0,0,0,0,2,2,3,3,4,4,5,5
BCL2,PSORIASIS,0,0,0,0,0,0,0,0,0,2,2,2,3,4,4
BCL2,SCLERODERMA,0,0,0,0,0,0,0,0,2,2,2,3,2,4,4
BCL2,SJOGREN'S SYNDROME,0,0,0,0,2,2,2,2,2,2,2,3,2,2,2
BCL2,SYSTEMIC LUPUS ERYTHEMATOSUS,0,0,0,2,4,6,6,6,6,6,7,8,8,8,8
BCL2L1,ARTHRITIS,0,0,0,0,0,0,0,0,0,0,3,4,7,7,7
BCL2L11,ARTHRITIS,0,0,0,0,0,0,0,0,0,2,3,3,5,5,5
BCR,ARTHRITIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
BCR,SYSTEMIC LUPUS ERYTHEMATOSUS,0,0,0,0,0,0,0,0,0,0,2,6,2,5,7
BDKRB1,ARTHRITIS,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
BDNF,FIBROMYALGIA,0,0,0,0,0,0,0,0,0,0,0,3,5,7,8
BDNF,PSORIASIS,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
BDNF,SCLERODERMA,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
BDNF,SYSTEMIC LUPUS ERYTHEMATOSUS,0,0,0,0,0,0,0,0,0,2,2,3,4,4,4
BECN1,CHRONIC ULCERATIVE COLITIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
BGLAP,AGE RELATED OSTEOPOROSIS,0,0,0,0,0,0,0,3,5,6,6,9,8,13,18
BGLAP,ARTHRITIS,3,3,3,3,3,3,3,3,4,4,4,3,4,5,5
BGLAP,ASEPTIC NECROSIS OF BONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
BGLAP,BONE PAGET DISEASE,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6
BGLAP,CHRONIC ULCERATIVE COLITIS,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2
BGLAP,CROHN'S DISEASE,0,0,0,0,0,0,0,0,2,2,2,3,2,2,2
BIRC5,ARTHRITIS,0,0,0,0,0,0,0,0,0,0,2,2,2,4,5
BLK,KAWASAKI DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
BLK,SYSTEMIC LUPUS ERYTHEMATOSUS,0,0,0,0,0,0,0,0,0,0,0,3,6,7,9
BMI1,AGE RELATED OSTEOPOROSIS,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
BMP2,AGE RELATED OSTEOPOROSIS,0,0,0,0,0,0,0,6,8,12,15,16,18,21,22
BMP2,ANKYLOSING SPONDYLARTHRITIDES,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
BMP2,ASEPTIC NECROSIS OF BONE,0,0,0,0,0,0,0,0,0,0,0,2,7,7,9
BMP3,AGE RELATED OSTEOPOROSIS,0,0,0,0,0,0,0,0,7,9,11,9,11,11,13
BMP6,ANKYLOSING SPONDYLARTHRITIDES,0,0,0,0,0,0,0,0,0,0,2,5,2,2,2
BMP7,AGE RELATED OSTEOPOROSIS,0,0,0,2,2,3,4,6,7,11,13,12,15,16,16
BMP7,ANKYLOSING SPONDYLARTHRITIDES,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
BP1,ARTHRITIS,0,0,0,0,0,0,0,2,2,4,7,8,9,9,9
BPI,GRANULOMATOSIS WITH POLYANGIITIS,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2
BPIFA2,AGE RELATED OSTEOPOROSIS,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
BSG,ARTHRITIS,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
BSG,PSORIASIS,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3
BTF3P11,AGE RELATED OSTEOPOROSIS,0,0,0,0,0,0,2,6,10,19,21,14,34,36,40
BTF3P11,ARTHRITIS,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3
BTLA,BEHCET SYNDROME,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
BTNL2,SARCOIDOSIS,0,0,0,0,0,0,0,0,4,5,5,5,6,9,9
BW52,AORTIC ARCH SYNDROME,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
C10ORF54,ARTHRITIS,0,0,0,0,0,0,0,2,2,2,2,2,2,2,3
C10ORF67,SARCOIDOSIS,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
C18ORF8,CHRONIC ULCERATIVE COLITIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
C19ORF10,ARTHRITIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
C19ORF10,CHRONIC ULCERATIVE COLITIS,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3
C19ORF10,CROHN'S DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
C1ORF228,ARTHRITIS,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
C1ORF228,PSORIASIS,0,0,0,0,0,0,0,0,0,0,3,4,8,8,8
C1QTNF6,ARTHRITIS,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5
C1R,SYSTEMIC LUPUS ERYTHEMATOSUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
C1S,SYSTEMIC LUPUS ERYTHEMATOSUS,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4
C2,SYSTEMIC LUPUS ERYTHEMATOSUS,0,0,0,0,0,0,0,0,9,10,10,10,10,11,11
C3,ANGIITIDES,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4
C3,ARTHRITIS,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
C3,CHRONIC ULCERATIVE COLITIS,0,2,2,2,2,3,3,5,5,7,7,7,7,7,7
C3,SYSTEMIC LUPUS ERYTHEMATOSUS,2,2,2,2,3,3,4,4,4,4,4,10,8,8,9
C3AR1,ARTHRITIS,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
C4A,SYSTEMIC LUPUS ERYTHEMATOSUS,2,3,3,4,5,7,7,10,9,9,9,10,11,11,13
C4B,SYSTEMIC LUPUS ERYTHEMATOSUS,2,2,3,3,4,4,5,7,8,8,9,9,10,10,10
C5,ANGIITIDES,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
C5,ANTI PHOSPHOLIPID ANTIBODY SYNDROME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
C5AR1,ANGIITIDES,0,0,0,0,0,0,0,0,0,0,0,2,2,6,6
C5AR1,ANTI PHOSPHOLIPID ANTIBODY SYNDROME,0,0,0,0,0,0,0,0,0,0,2,6,5,8,8
C5AR1,ARTHRITIS,0,0,0,0,0,0,3,5,11,19,32,58,67,80,91
C5AR1,SYSTEMIC LUPUS ERYTHEMATOSUS,0,0,0,0,0,0,0,0,2,2,2,4,3,3,3
C9ORF3,SYSTEMIC LUPUS ERYTHEMATOSUS,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3
CA1,ANKYLOSING SPONDYLARTHRITIDES,0,0,0,0,0,0,0,0,0,0,2,4,2,2,2
CA1,ARTHRITIS,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
CA1,CHRONIC ULCERATIVE COLITIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
CA2,SJOGREN'S SYNDROME,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2
CA5A,SCLERODERMA,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
CABIN1,CHRONIC ULCERATIVE COLITIS,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4
CABIN1,PSORIASIS,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
CALCR,AGE RELATED OSTEOPOROSIS,0,0,0,0,0,0,0,0,2,2,2,3,8,8,8
CALR,ARTHRITIS,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
CALR,SYSTEMIC LUPUS ERYTHEMATOSUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
CAMP,ANGIITIDES,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
CAMP,PSORIASIS,0,0,0,0,0,0,0,0,0,0,0,5,7,8,9
