"Source","Target","Doc.1990","Doc.1991","Doc.1992","Doc.1993","Doc.1994","Doc.1995","Doc.1996","Doc.1997","Doc.1998","Doc.1999","Doc.2000","Doc.2001","Doc.2002","Doc.2003","Doc.2004","Doc.2005","Doc.2006","Doc.2007","Doc.2008","Doc.2009","Doc.2010","Doc.2011","Doc.2012","Doc.2013","Doc.2014","Doc.2015","Doc.2016","Doc.2017","Doc.2018"
"ABCB1","HIV INFECTION",0,0,0,0,0,0,0,0,0,2,3,5,5,5,6,9,8,12,12,12,14,17,15,15,15,16,15,16,18
"ABCB1","INFECTION, SALMONELLA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ABCC1","HEPATITIS B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"ABCC1","HIV INFECTION",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,3,3,3,3
"ABCE1","HIV INFECTION",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
"ABCG2","BACTERIAL INFECTION DUE TO PSEUDOMONAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,4,4,4,7,8,9,9,9,11,12,12
"ABCG2","HIV INFECTION",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
"ABCG2","INFECTION, SALMONELLA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,4,4,5,7,7,7,7
"ABHD2","HEPATITIS B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
"ABHD5","FLU, HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
"ABL1","CLASSICAL DENGUE FEVERS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3
"ABL1","EBOLA VIRUS DISEASE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,16,17,17
"ABL1","HEPATITIS C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4
"ABL1","HIV INFECTION",0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3
"ABL1","INFECTION, MYCOBACTERIUM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ACCS","INFECTION, SALMONELLA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2
"ACE","HIV INFECTION",0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"ACE","INFECTIONS, TOXOPLASMA GONDII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2
"ACE2","FLU, HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3
"ACE2","MALARIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,5,5,5
"ACER3","BACTERIAL INFECTION DUE TO PSEUDOMONAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,6,6,6,6,6,6,6,6,6,6,6
"ACHE","FEVER, YELLOW",0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3
"ACHE","MALARIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,3
"ACKR2","CLASSICAL DENGUE FEVERS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4
"ACKR2","HIV INFECTION",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,4,4,4,4,4,5,5
"ACLY","CRYPTOCOCCOSES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,4,4
"ACOT1","HIV INFECTION",0,0,0,0,0,0,8,8,10,10,10,11,10,11,13,13,13,15,15,13,13,12,14,15,16,12,17,18,15
"ACP1","INFECTION, YERSINIA",0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,5,5,5
"ACPP","HIV INFECTION",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
"ACRV1","HIV INFECTION",0,0,0,0,0,0,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"ACSM1","INFECTION, SALMONELLA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,4,4
"ACSS2","BACTERIAL INFECTION DUE TO PSEUDOMONAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,5,5
"ACSS2","GIARDIASES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3
"ACSS2","INFECTION, SALMONELLA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,5,7,9,10,13,14,14
"ACTA1","INFECTION, SALMONELLA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
"ACTA2","HEPATITIS C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"ACTG1","HIV INFECTION",0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"ACTH","HERPES ZOSTER",0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"ACTH","HIV INFECTION",0,0,0,0,0,0,0,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"ACTR1A","DISEASE DUE TO ROTAVIRUS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
"ACTR2","BACILLARY DYSENTERY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3
"AD5","FLU, HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,5,6,7,8
"AD5","HIV INFECTION",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,4,5,5,6,5,5,5,6,5,5
"AD5","MALARIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4
"ADA","BACTERIAL INFECTION DUE TO PSEUDOMONAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,3,3
"ADA","CLASSICAL DENGUE FEVERS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"ADA","HEPATITIS B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"ADA","HIV INFECTION",0,0,0,0,0,0,2,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,6,7,8,8,8
"ADA","MALARIA",0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3
"ADAM10","HIV INFECTION",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
"ADAM17","HIV INFECTION",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
"ADAM17","MALARIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
"ADAMTS13","MALARIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,3,3,3
"ADAMTS5","FLU, HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
"ADAMTS7","FLU, HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
"ADAP2","CLASSICAL DENGUE FEVERS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3
"ADAR","CLASSICAL DENGUE FEVERS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"ADAR","FLU, HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2
"ADAR","HEPATITIS C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,4,6,4
"ADAR","HIV INFECTION",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,6,6,7,7
"ADAR","MEASLES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,6,7,8,8,8
"ADH1A","DISEASE DUE TO TRICHOMONADIDAE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2
"ADH5","BACTERIAL INFECTION DUE TO PSEUDOMONAS",0,0,0,0,0,4,4,5,5,5,5,5,6,7,8,8,8,8,8,9,13,15,15,19,19,21,22,24,24
"ADI1","HEPATITIS C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,4,4,4,4,4,4,4,4,4
"ADIPOQ","HEPATITIS C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,6,7,7,8,8
"ADIPOQ","HIV INFECTION",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,5,5,5,6,7,8,8,8
"ADK","HEPATITIS C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2
"ADM","HEPATITIS C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,5,5,5,5
"ADM","INFECTION, SALMONELLA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
"ADRM1","HIV INFECTION",0,0,0,0,0,0,8,8,8,8,10,10,10,10,10,11,10,11,12,12,11,12,11,12,12,11,12,11,12
"AFF1","HIV INFECTION",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
"AFF4","HIV INFECTION",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,4,5,5
"AFP","HEPATITIS B",0,0,0,0,0,0,8,8,8,8,8,8,9,11,12,12,12,12,12,13,14,14,14,17,20,25,36,39,41
"AFP","HEPATITIS C",0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,4,5,5,8,12,16,18,21,23,26,26
"AFP","HERPES ZOSTER",0,0,0,0,0,0,8,8,8,8,8,9,11,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
"AFP","HIV INFECTION",0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,4,3,3,4,2,4,3,2,3,2,3,5
"AGFG1","FLU, HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2
"AGO2","CLASSICAL DENGUE FEVERS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
"AGO2","HEPATITIS B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"AGO2","HEPATITIS C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,6,7,7,8,9
"AGTR1","HIV INFECTION",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
"AGTR1","MALARIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"AGTR2","HIV INFECTION",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,5,5,5,3,5,7,7
"AGXT","HEPATITIS C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,3
"AHCY","BACTERIAL INFECTION DUE TO PSEUDOMONAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,5
"AHCY","DISEASE DUE TO TRICHOMONADIDAE",0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3
"AHCY","MALARIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
"AHI1","BACTERIAL INFECTION DUE TO PSEUDOMONAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,3,3,3,3
"AHR","CLASSICAL DENGUE FEVERS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"AHR","FLU, HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,5,5
"AHR","RESPIRATORY SYNCYTIAL VIRUS INFECTION",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,4,4
"AHSG","HELICOBACTER PYLORI INFECTION",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
"AICDA","FLU, HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2
"AICDA","HEPATITIS B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,7,9,9
"AICDA","HEPATITIS C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3
"AICDA","MALARIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
"AIDA","INFECTION, SALMONELLA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
"AIFM2","HEPATITIS C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"AIM2","HEPATITIS B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,5,5
"AIRE","CANDIDA INFECTION",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
"AKR1B1","GIARDIASES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2
"AKR1B1","HIV INFECTION",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"AKR1B1","MALARIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"AKR1B10","HEPATITIS C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
"AKR1C1","HEPATITIS B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2
"AKR1C3","HIV INFECTION",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2
"AKT1","CHIKUNGUNYA FEVER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4
"AKT1","CLASSICAL DENGUE FEVERS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"AKT1","DISEASE DUE TO ROTAVIRUS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"AKT1","EBOLA VIRUS DISEASE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,5,5,5,7,7,7,7,7
"AKT1","FLU, HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,8,8,9,10,10
"AKT1","GERMAN MEASLES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,3,3,3,3
"AKT1","HELICOBACTER PYLORI INFECTION",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,4,4,5,5
"AKT1","HEPATITIS B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,4,4,5,6,8,9,10
"AKT1","HEPATITIS C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,9,11,16,18,20
"AKT1","HIV INFECTION",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,4,4,6,7,7,9,9,10
"AKT1","INFECTION, SALMONELLA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,10,14,15,18,19,19
"AKT1","MALARIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,5,5,5,5,5,5
"ALAD","BACTERIAL INFECTION DUE TO PSEUDOMONAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,4,4,4,5,5,5
"ALB","ANTHRAX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
"ALB","BACTERIAL INFECTION DUE TO PSEUDOMONAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
"ALB","CLASSICAL DENGUE FEVERS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,9,11,13
"ALB","FASCIOLIASES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
"ALB","FLU, HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,4,6
"ALB","GERMAN MEASLES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ALB","HEPATITIS A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,3,3,3,3,3
"ALB","HEPATITIS B",0,0,0,0,0,0,21,21,21,21,23,25,26,27,27,28,30,33,34,34,35,35,35,35,35,35,38,40,41
"ALB","HEPATITIS C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,7,9,9,12,13,13
"ALB","HIV INFECTION",0,0,0,0,0,0,9,13,15,15,16,16,16,16,17,17,19,18,21,20,20,21,22,23,22,24,23,23,29
"ALB","HYDROPHOBIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
"ALB","MALARIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,6,6,6,8,8,8,8,8,9,9,9
"ALB","MEASLES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
"ALDH1A1","HEPATITIS B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"ALDH1L1","BACTERIAL INFECTION DUE TO PSEUDOMONAS",0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,6,6,7,7,10,11,11,13,14,19,19,20,20
"ALDH7A1","BACTERIAL INFECTION DUE TO PSEUDOMONAS",0,0,0,0,0,0,0,0,0,0,2,2,3,5,5,6,7,7,7,9,9,10,10,10,11,11,11,11,11
"ALDH7A1","MALARIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"ALK","BACTERIAL INFECTION DUE TO PSEUDOMONAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,4
"ALKBH1","BACTERIAL INFECTION DUE TO PSEUDOMONAS",0,0,0,0,0,0,0,0,0,2,3,4,4,4,4,5,6,6,8,9,9,10,12,15,21,26,30,37,37
"ALOX12","INFECTIONS, TOXOPLASMA GONDII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"ALOX5","CLASSICAL DENGUE FEVERS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2
"ALPI","INFECTION, SALMONELLA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,4
"ALPI","MALARIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ALS3","CANDIDA INFECTION",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,3
"ALYREF","FLU, HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2
"AMBP","HIV INFECTION",0,0,0,0,0,0,3,3,3,3,3,3,3,4,4,4,5,4,5,4,4,4,5,4,4,5,5,5,5
"AMD1","MALARIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
"AMPD1","BACTERIAL INFECTION DUE TO PSEUDOMONAS",0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4
"AMY2A","BACTERIAL INFECTION DUE TO PSEUDOMONAS",0,0,0,0,0,7,7,8,8,8,9,10,10,10,10,10,11,11,12,14,16,17,19,21,21,22,22,22,22
"AMY2A","CRYPTOCOCCOSES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,4,5,5,8,8,8,8,8,9,9,9
"ANC","FLU, HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"ANC","MALARIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,4,5,7,8,13,16,19,19
"ANC","SYPHILIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,11,13,13
"ANGIOTENSIN II","HEPATITIS A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2
"ANGIOTENSIN II","HIV INFECTION",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,4,4,4
"ANGIOTENSIN II","MALARIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,5,7,9,11,11
"ANGPT1","MALARIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,5,5,6,8,10,10
"ANGPT2","CLASSICAL DENGUE FEVERS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
"ANGPT2","MALARIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,4,6,7,7
"ANK1","MALARIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3
"ANKRD1","HEPATITIS C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
"ANP32A","FLU, HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
"ANPEP","BACTERIAL INFECTION DUE TO PSEUDOMONAS",0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,5,5,5
"ANPEP","HEPATITIS B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"ANPEP","MALARIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4
"ANTXR1","ANTHRAX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,5,7,9,10,14,20,24,26,32,33,35
