Id,Label,Class,Size,dis_class
ATXN3,ATXN3,GENE,1,PSYCHIATRIC
AUTS1,AUTS1,GENE,1,PSYCHIATRIC
AUTS2,AUTS2,GENE,1,PSYCHIATRIC
AVP,AVP,GENE,1,PSYCHIATRIC
AVPR1A,AVPR1A,GENE,1,PSYCHIATRIC
AZU1,AZU1,GENE,1,PSYCHIATRIC
B2M,B2M,GENE,1,PSYCHIATRIC
BACE1,BACE1,GENE,1,PSYCHIATRIC
BACE2,BACE2,GENE,1,PSYCHIATRIC
BAG5,BAG5,GENE,1,PSYCHIATRIC
BAX,BAX,GENE,1,PSYCHIATRIC
BCHE,BCHE,GENE,1,PSYCHIATRIC
BCKDK,BCKDK,GENE,1,PSYCHIATRIC
BCL11A,BCL11A,GENE,1,PSYCHIATRIC
BCL2,BCL2,GENE,1,PSYCHIATRIC
BCL2A1,BCL2A1,GENE,1,PSYCHIATRIC
BCL2L1,BCL2L1,GENE,1,PSYCHIATRIC
BCYRN1,BCYRN1,GENE,1,PSYCHIATRIC
BDNF,BDNF,GENE,1,PSYCHIATRIC
BECN1,BECN1,GENE,1,PSYCHIATRIC
BEST1,BEST1,GENE,1,PSYCHIATRIC
BGLAP,BGLAP,GENE,1,PSYCHIATRIC
BIN1,BIN1,GENE,1,PSYCHIATRIC
BLMH,BLMH,GENE,1,PSYCHIATRIC
BLVRA,BLVRA,GENE,1,PSYCHIATRIC
BNIP3L,BNIP3L,GENE,1,PSYCHIATRIC
BP1,BP1,GENE,1,PSYCHIATRIC
BP2,BP2,GENE,1,PSYCHIATRIC
BP3,BP3,GENE,1,PSYCHIATRIC
BP4,BP4,GENE,1,PSYCHIATRIC
BRAF,BRAF,GENE,1,PSYCHIATRIC
BRCA1,BRCA1,GENE,1,PSYCHIATRIC
BRD1,BRD1,GENE,1,PSYCHIATRIC
BST1,BST1,GENE,1,PSYCHIATRIC
C4A,C4A,GENE,1,PSYCHIATRIC
C4B,C4B,GENE,1,PSYCHIATRIC
C4BPB,C4BPB,GENE,1,PSYCHIATRIC
C5,C5,GENE,1,PSYCHIATRIC
C6ORF15,C6ORF15,GENE,1,PSYCHIATRIC
C9ORF3,C9ORF3,GENE,1,PSYCHIATRIC
C9ORF72,C9ORF72,GENE,1,PSYCHIATRIC
CA4,CA4,GENE,1,PSYCHIATRIC
CACNA1A,CACNA1A,GENE,1,PSYCHIATRIC
CACNA1C,CACNA1C,GENE,1,PSYCHIATRIC
CACNA1D,CACNA1D,GENE,1,PSYCHIATRIC
CACNA1H,CACNA1H,GENE,1,PSYCHIATRIC
CACNA1I,CACNA1I,GENE,1,PSYCHIATRIC
CACNB2,CACNB2,GENE,1,PSYCHIATRIC
CACNG8,CACNG8,GENE,1,PSYCHIATRIC
CADPS2,CADPS2,GENE,1,PSYCHIATRIC
CALB1,CALB1,GENE,1,PSYCHIATRIC
CALB2,CALB2,GENE,1,PSYCHIATRIC
CALCA,CALCA,GENE,1,PSYCHIATRIC
CALD1,CALD1,GENE,1,PSYCHIATRIC
CALHM1,CALHM1,GENE,1,PSYCHIATRIC
CALML5,CALML5,GENE,1,PSYCHIATRIC
CAMK2B,CAMK2B,GENE,1,PSYCHIATRIC
CAMK2G,CAMK2G,GENE,1,PSYCHIATRIC
CAMKK2,CAMKK2,GENE,1,PSYCHIATRIC
CAPN2,CAPN2,GENE,1,PSYCHIATRIC
CAPS2,CAPS2,GENE,1,PSYCHIATRIC
CARTPT,CARTPT,GENE,1,PSYCHIATRIC
CASP1,CASP1,GENE,1,PSYCHIATRIC
CASP2,CASP2,GENE,1,PSYCHIATRIC
CASP3,CASP3,GENE,1,PSYCHIATRIC
CASP6,CASP6,GENE,1,PSYCHIATRIC
CASP8,CASP8,GENE,1,PSYCHIATRIC
CASP9,CASP9,GENE,1,PSYCHIATRIC
CASR,CASR,GENE,1,PSYCHIATRIC
CAST,CAST,GENE,1,PSYCHIATRIC
CAT,CAT,GENE,1,PSYCHIATRIC
CAV1,CAV1,GENE,1,PSYCHIATRIC
CBL,CBL,GENE,1,PSYCHIATRIC
CBLN1,CBLN1,GENE,1,PSYCHIATRIC
CBR1,CBR1,GENE,1,PSYCHIATRIC
CBS,CBS,GENE,1,PSYCHIATRIC
CC2D1A,CC2D1A,GENE,1,PSYCHIATRIC
CCDC62,CCDC62,GENE,1,PSYCHIATRIC
CCK,CCK,GENE,1,PSYCHIATRIC
CCKAR,CCKAR,GENE,1,PSYCHIATRIC
CCL2,CCL2,GENE,1,PSYCHIATRIC
CCL3,CCL3,GENE,1,PSYCHIATRIC
CCL5,CCL5,GENE,1,PSYCHIATRIC
CCNB1,CCNB1,GENE,1,PSYCHIATRIC
CCNC,CCNC,GENE,1,PSYCHIATRIC
CCND1,CCND1,GENE,1,PSYCHIATRIC
CCR2,CCR2,GENE,1,PSYCHIATRIC
CCR5,CCR5,GENE,1,PSYCHIATRIC
CCR6,CCR6,GENE,1,PSYCHIATRIC
CD14,CD14,GENE,1,PSYCHIATRIC
CD163,CD163,GENE,1,PSYCHIATRIC
CD200,CD200,GENE,1,PSYCHIATRIC
CD200R1,CD200R1,GENE,1,PSYCHIATRIC
CD2AP,CD2AP,GENE,1,PSYCHIATRIC
CD33,CD33,GENE,1,PSYCHIATRIC
CD34,CD34,GENE,1,PSYCHIATRIC
CD36,CD36,GENE,1,PSYCHIATRIC
CD38,CD38,GENE,1,PSYCHIATRIC
CD3D,CD3D,GENE,1,PSYCHIATRIC
CD40,CD40,GENE,1,PSYCHIATRIC
CD40LG,CD40LG,GENE,1,PSYCHIATRIC
CD44,CD44,GENE,1,PSYCHIATRIC
CD47,CD47,GENE,1,PSYCHIATRIC
CD55,CD55,GENE,1,PSYCHIATRIC
CD68,CD68,GENE,1,PSYCHIATRIC
CD74,CD74,GENE,1,PSYCHIATRIC
CD79A,CD79A,GENE,1,PSYCHIATRIC
CDC25C,CDC25C,GENE,1,PSYCHIATRIC
CDH1,CDH1,GENE,1,PSYCHIATRIC
CDH13,CDH13,GENE,1,PSYCHIATRIC
CDH15,CDH15,GENE,1,PSYCHIATRIC
CDH2,CDH2,GENE,1,PSYCHIATRIC
CDK1,CDK1,GENE,1,PSYCHIATRIC
CDK4,CDK4,GENE,1,PSYCHIATRIC
CDK5,CDK5,GENE,1,PSYCHIATRIC
CDK5R1,CDK5R1,GENE,1,PSYCHIATRIC
CDK7,CDK7,GENE,1,PSYCHIATRIC
CDK9,CDK9,GENE,1,PSYCHIATRIC
CDKL1,CDKL1,GENE,1,PSYCHIATRIC
CDKN1A,CDKN1A,GENE,1,PSYCHIATRIC
CDKN1B,CDKN1B,GENE,1,PSYCHIATRIC
CDKN2A,CDKN2A,GENE,1,PSYCHIATRIC
CDNF,CDNF,GENE,1,PSYCHIATRIC
CDR1,CDR1,GENE,1,PSYCHIATRIC
CDT1,CDT1,GENE,1,PSYCHIATRIC
CEACAM5,CEACAM5,GENE,1,PSYCHIATRIC
CEBPA,CEBPA,GENE,1,PSYCHIATRIC
CEBPD,CEBPD,GENE,1,PSYCHIATRIC
CEBPZ,CEBPZ,GENE,1,PSYCHIATRIC
CES1,CES1,GENE,1,PSYCHIATRIC
CETN1,CETN1,GENE,1,PSYCHIATRIC
CETP,CETP,GENE,1,PSYCHIATRIC
CFH,CFH,GENE,1,PSYCHIATRIC
CFP,CFP,GENE,1,PSYCHIATRIC
CHCHD2,CHCHD2,GENE,1,PSYCHIATRIC
CHD8,CHD8,GENE,1,PSYCHIATRIC
CHI3L1,CHI3L1,GENE,1,PSYCHIATRIC
CHIT1,CHIT1,GENE,1,PSYCHIATRIC
CHM,CHM,GENE,1,PSYCHIATRIC
CHMP2B,CHMP2B,GENE,1,PSYCHIATRIC
CHR,CHR,GENE,1,PSYCHIATRIC
CHRM1,CHRM1,GENE,1,PSYCHIATRIC
CHRNA4,CHRNA4,GENE,1,PSYCHIATRIC
CHRNA7,CHRNA7,GENE,1,PSYCHIATRIC
CIB1,CIB1,GENE,1,PSYCHIATRIC
CIT,CIT,GENE,1,PSYCHIATRIC
CKAP2,CKAP2,GENE,1,PSYCHIATRIC
CLCN1,CLCN1,GENE,1,PSYCHIATRIC
CLDN5,CLDN5,GENE,1,PSYCHIATRIC
CLEC7A,CLEC7A,GENE,1,PSYCHIATRIC
CLINT1,CLINT1,GENE,1,PSYCHIATRIC
CLU,CLU,GENE,1,PSYCHIATRIC
CMIP,CMIP,GENE,1,PSYCHIATRIC
CMYA5,CMYA5,GENE,1,PSYCHIATRIC
CNP,CNP,GENE,1,PSYCHIATRIC
CNPY2,CNPY2,GENE,1,PSYCHIATRIC
CNR1,CNR1,GENE,1,PSYCHIATRIC
CNR2,CNR2,GENE,1,PSYCHIATRIC
CNTF,CNTF,GENE,1,PSYCHIATRIC
CNTN4,CNTN4,GENE,1,PSYCHIATRIC
CNTN5,CNTN5,GENE,1,PSYCHIATRIC
CNTNAP2,CNTNAP2,GENE,1,PSYCHIATRIC
COL25A1,COL25A1,GENE,1,PSYCHIATRIC
COL2A1,COL2A1,GENE,1,PSYCHIATRIC
COMMD3,COMMD3,GENE,1,PSYCHIATRIC
COMT,COMT,GENE,1,PSYCHIATRIC
COQ2,COQ2,GENE,1,PSYCHIATRIC
CORT,CORT,GENE,1,PSYCHIATRIC
CP,CP,GENE,1,PSYCHIATRIC
CPB1,CPB1,GENE,1,PSYCHIATRIC
CPLX2,CPLX2,GENE,1,PSYCHIATRIC
CPZ,CPZ,GENE,1,PSYCHIATRIC
CR1,CR1,GENE,1,PSYCHIATRIC
CRAC1,CRAC1,GENE,1,PSYCHIATRIC
CREB1,CREB1,GENE,1,PSYCHIATRIC
CREBBP,CREBBP,GENE,1,PSYCHIATRIC
CRH,CRH,GENE,1,PSYCHIATRIC
CRHBP,CRHBP,GENE,1,PSYCHIATRIC
CRHR1,CRHR1,GENE,1,PSYCHIATRIC
CRHR2,CRHR2,GENE,1,PSYCHIATRIC
CRMP1,CRMP1,GENE,1,PSYCHIATRIC
CRP,CRP,GENE,1,PSYCHIATRIC
CRTC1,CRTC1,GENE,1,PSYCHIATRIC
CRY1,CRY1,GENE,1,PSYCHIATRIC
CRY2,CRY2,GENE,1,PSYCHIATRIC
CRYAB,CRYAB,GENE,1,PSYCHIATRIC
CRYM,CRYM,GENE,1,PSYCHIATRIC
CRYZ,CRYZ,GENE,1,PSYCHIATRIC
CSE,CSE,GENE,1,PSYCHIATRIC
CSF1,CSF1,GENE,1,PSYCHIATRIC
CSF1R,CSF1R,GENE,1,PSYCHIATRIC
CSF2,CSF2,GENE,1,PSYCHIATRIC
CSF3,CSF3,GENE,1,PSYCHIATRIC
CSMD1,CSMD1,GENE,1,PSYCHIATRIC
CSMD2,CSMD2,GENE,1,PSYCHIATRIC
CSNK1A1,CSNK1A1,GENE,1,PSYCHIATRIC
CSNK2B,CSNK2B,GENE,1,PSYCHIATRIC
CST3,CST3,GENE,1,PSYCHIATRIC
CTCFL,CTCFL,GENE,1,PSYCHIATRIC
CTGF,CTGF,GENE,1,PSYCHIATRIC
CTLA4,CTLA4,GENE,1,PSYCHIATRIC
CTNNA2,CTNNA2,GENE,1,PSYCHIATRIC
CTNNB1,CTNNB1,GENE,1,PSYCHIATRIC
CTNND2,CTNND2,GENE,1,PSYCHIATRIC
CTSB,CTSB,GENE,1,PSYCHIATRIC
CTSC,CTSC,GENE,1,PSYCHIATRIC
CTSD,CTSD,GENE,1,PSYCHIATRIC
CTSG,CTSG,GENE,1,PSYCHIATRIC
CTSK,CTSK,GENE,1,PSYCHIATRIC
CTXN3,CTXN3,GENE,1,PSYCHIATRIC
CUX1,CUX1,GENE,1,PSYCHIATRIC
CX3CL1,CX3CL1,GENE,1,PSYCHIATRIC
CX3CR1,CX3CR1,GENE,1,PSYCHIATRIC
CXCL10,CXCL10,GENE,1,PSYCHIATRIC
CXCR2,CXCR2,GENE,1,PSYCHIATRIC
CXCR4,CXCR4,GENE,1,PSYCHIATRIC
CXORF36,CXORF36,GENE,1,PSYCHIATRIC
CXXC1,CXXC1,GENE,1,PSYCHIATRIC
CYBB,CYBB,GENE,1,PSYCHIATRIC
CYCS,CYCS,GENE,1,PSYCHIATRIC
CYFIP1,CYFIP1,GENE,1,PSYCHIATRIC
CYP17A1,CYP17A1,GENE,1,PSYCHIATRIC
CYP19A1,CYP19A1,GENE,1,PSYCHIATRIC
CYP1A2,CYP1A2,GENE,1,PSYCHIATRIC
CYP21A2,CYP21A2,GENE,1,PSYCHIATRIC
CYP2C19,CYP2C19,GENE,1,PSYCHIATRIC
CYP2D6,CYP2D6,GENE,1,PSYCHIATRIC
CYP46A1,CYP46A1,GENE,1,PSYCHIATRIC
DAB1,DAB1,GENE,1,PSYCHIATRIC
DAO,DAO,GENE,1,PSYCHIATRIC
DAOA,DAOA,GENE,1,PSYCHIATRIC
DAOA-AS1,DAOA-AS1,GENE,1,PSYCHIATRIC
DAPK1,DAPK1,GENE,1,PSYCHIATRIC
DBH,DBH,GENE,1,PSYCHIATRIC
DBI,DBI,GENE,1,PSYCHIATRIC
DBN1,DBN1,GENE,1,PSYCHIATRIC
DCLK1,DCLK1,GENE,1,PSYCHIATRIC
DCR,DCR,GENE,1,PSYCHIATRIC
DCX,DCX,GENE,1,PSYCHIATRIC
DDC,DDC,GENE,1,PSYCHIATRIC
DDIT4,DDIT4,GENE,1,PSYCHIATRIC
DDO,DDO,GENE,1,PSYCHIATRIC
DDR1,DDR1,GENE,1,PSYCHIATRIC
DEAF1,DEAF1,GENE,1,PSYCHIATRIC
DEGS2,DEGS2,GENE,1,PSYCHIATRIC
DGCR2,DGCR2,GENE,1,PSYCHIATRIC
DGCR6,DGCR6,GENE,1,PSYCHIATRIC
DGCR8,DGCR8,GENE,1,PSYCHIATRIC
DGKH,DGKH,GENE,1,PSYCHIATRIC
DHCR24,DHCR24,GENE,1,PSYCHIATRIC
DHH,DHH,GENE,1,PSYCHIATRIC
DIABLO,DIABLO,GENE,1,PSYCHIATRIC
DISC1,DISC1,GENE,1,PSYCHIATRIC
DISC2,DISC2,GENE,1,PSYCHIATRIC
DIXDC1,DIXDC1,GENE,1,PSYCHIATRIC
DKK1,DKK1,GENE,1,PSYCHIATRIC
DLC1,DLC1,GENE,1,PSYCHIATRIC
DLD,DLD,GENE,1,PSYCHIATRIC
DLG1,DLG1,GENE,1,PSYCHIATRIC
DLG4,DLG4,GENE,1,PSYCHIATRIC
DLGAP1,DLGAP1,GENE,1,PSYCHIATRIC
DLGAP2,DLGAP2,GENE,1,PSYCHIATRIC
DLX6,DLX6,GENE,1,PSYCHIATRIC
DMTN,DMTN,GENE,1,PSYCHIATRIC
DNAJA3,DNAJA3,GENE,1,PSYCHIATRIC
DNAJB1,DNAJB1,GENE,1,PSYCHIATRIC
DNAJC13,DNAJC13,GENE,1,PSYCHIATRIC
DNAJC5,DNAJC5,GENE,1,PSYCHIATRIC
DNAJC6,DNAJC6,GENE,1,PSYCHIATRIC
DNASE1,DNASE1,GENE,1,PSYCHIATRIC
DNM1L,DNM1L,GENE,1,PSYCHIATRIC
DNMT1,DNMT1,GENE,1,PSYCHIATRIC
DNMT3B,DNMT3B,GENE,1,PSYCHIATRIC
DOCK3,DOCK3,GENE,1,PSYCHIATRIC
DOCK4,DOCK4,GENE,1,PSYCHIATRIC
DPP4,DPP4,GENE,1,PSYCHIATRIC
DPP6,DPP6,GENE,1,PSYCHIATRIC
DPYD,DPYD,GENE,1,PSYCHIATRIC
DPYSL2,DPYSL2,GENE,1,PSYCHIATRIC
DPYSL5,DPYSL5,GENE,1,PSYCHIATRIC
DRD1,DRD1,GENE,1,PSYCHIATRIC
DRD2,DRD2,GENE,1,PSYCHIATRIC
DRD3,DRD3,GENE,1,PSYCHIATRIC
DRD4,DRD4,GENE,1,PSYCHIATRIC
DRD5,DRD5,GENE,1,PSYCHIATRIC
DST,DST,GENE,1,PSYCHIATRIC
DTNBP1,DTNBP1,GENE,1,PSYCHIATRIC
DUSP1,DUSP1,GENE,1,PSYCHIATRIC
DVL1P1,DVL1P1,GENE,1,PSYCHIATRIC
DYM,DYM,GENE,1,PSYCHIATRIC
DYRK1A,DYRK1A,GENE,1,PSYCHIATRIC
DYT10,DYT10,GENE,1,PSYCHIATRIC
EBP,EBP,GENE,1,PSYCHIATRIC
EBPL,EBPL,GENE,1,PSYCHIATRIC
ECD,ECD,GENE,1,PSYCHIATRIC
ECE1,ECE1,GENE,1,PSYCHIATRIC
EDN1,EDN1,GENE,1,PSYCHIATRIC
EEF1A1,EEF1A1,GENE,1,PSYCHIATRIC
EEF2,EEF2,GENE,1,PSYCHIATRIC
EEF2K,EEF2K,GENE,1,PSYCHIATRIC
EFHD2,EFHD2,GENE,1,PSYCHIATRIC
EFNB2,EFNB2,GENE,1,PSYCHIATRIC
EFR3A,EFR3A,GENE,1,PSYCHIATRIC
EGF,EGF,GENE,1,PSYCHIATRIC
EGFR,EGFR,GENE,1,PSYCHIATRIC
EGR1,EGR1,GENE,1,PSYCHIATRIC
EGR3,EGR3,GENE,1,PSYCHIATRIC
EHMT1,EHMT1,GENE,1,PSYCHIATRIC
EIF2AK2,EIF2AK2,GENE,1,PSYCHIATRIC
EIF2S1,EIF2S1,GENE,1,PSYCHIATRIC
EIF4E,EIF4E,GENE,1,PSYCHIATRIC
EIF4G1,EIF4G1,GENE,1,PSYCHIATRIC
ELANE,ELANE,GENE,1,PSYCHIATRIC
ELAVL1,ELAVL1,GENE,1,PSYCHIATRIC
EN1,EN1,GENE,1,PSYCHIATRIC
EN2,EN2,GENE,1,PSYCHIATRIC
ENDOG,ENDOG,GENE,1,PSYCHIATRIC
ENO1,ENO1,GENE,1,PSYCHIATRIC
ENO2,ENO2,GENE,1,PSYCHIATRIC
ENPEP,ENPEP,GENE,1,PSYCHIATRIC
EP300,EP300,GENE,1,PSYCHIATRIC
EPHA1,EPHA1,GENE,1,PSYCHIATRIC
EPHA4,EPHA4,GENE,1,PSYCHIATRIC
EPHB2,EPHB2,GENE,1,PSYCHIATRIC
EPO,EPO,GENE,1,PSYCHIATRIC
ERBB2,ERBB2,GENE,1,PSYCHIATRIC
ERBB3,ERBB3,GENE,1,PSYCHIATRIC
ERBB4,ERBB4,GENE,1,PSYCHIATRIC
ERMN,ERMN,GENE,1,PSYCHIATRIC
ERVW-1,ERVW-1,GENE,1,PSYCHIATRIC
ESCO1,ESCO1,GENE,1,PSYCHIATRIC
ESR1,ESR1,GENE,1,PSYCHIATRIC
ESR2,ESR2,GENE,1,PSYCHIATRIC
ETV5,ETV5,GENE,1,PSYCHIATRIC
F2,F2,GENE,1,PSYCHIATRIC
FA2H,FA2H,GENE,1,PSYCHIATRIC
FAAH,FAAH,GENE,1,PSYCHIATRIC
FABP3,FABP3,GENE,1,PSYCHIATRIC
FABP5,FABP5,GENE,1,PSYCHIATRIC
FABP7,FABP7,GENE,1,PSYCHIATRIC
FAF1,FAF1,GENE,1,PSYCHIATRIC
FAM3C,FAM3C,GENE,1,PSYCHIATRIC
FANCC,FANCC,GENE,1,PSYCHIATRIC
FAP,FAP,GENE,1,PSYCHIATRIC
FAS,FAS,GENE,1,PSYCHIATRIC
FASLG,FASLG,GENE,1,PSYCHIATRIC
FASN,FASN,GENE,1,PSYCHIATRIC
FBXO2,FBXO2,GENE,1,PSYCHIATRIC
FBXO7,FBXO7,GENE,1,PSYCHIATRIC
FBXW7,FBXW7,GENE,1,PSYCHIATRIC
FCGR2B,FCGR2B,GENE,1,PSYCHIATRIC
FERMT2,FERMT2,GENE,1,PSYCHIATRIC
FEZ1,FEZ1,GENE,1,PSYCHIATRIC
FGA,FGA,GENE,1,PSYCHIATRIC
FGF1,FGF1,GENE,1,PSYCHIATRIC
FGF14,FGF14,GENE,1,PSYCHIATRIC
FGF2,FGF2,GENE,1,PSYCHIATRIC
FGF20,FGF20,GENE,1,PSYCHIATRIC
FGF22,FGF22,GENE,1,PSYCHIATRIC
FGF9,FGF9,GENE,1,PSYCHIATRIC
FIS1,FIS1,GENE,1,PSYCHIATRIC
FKBP4,FKBP4,GENE,1,PSYCHIATRIC
