Id,Label,Class,Size,dis_class
ADM,ADM,GENE,1,INFECTIOUS
ADRM1,ADRM1,GENE,1,INFECTIOUS
AFF1,AFF1,GENE,1,INFECTIOUS
AFF4,AFF4,GENE,1,INFECTIOUS
AFP,AFP,GENE,1,INFECTIOUS
AGFG1,AGFG1,GENE,1,INFECTIOUS
AGO2,AGO2,GENE,1,INFECTIOUS
AGTR1,AGTR1,GENE,1,INFECTIOUS
AGTR2,AGTR2,GENE,1,INFECTIOUS
AGXT,AGXT,GENE,1,INFECTIOUS
AHCY,AHCY,GENE,1,INFECTIOUS
AHI1,AHI1,GENE,1,INFECTIOUS
AHR,AHR,GENE,1,INFECTIOUS
AHSG,AHSG,GENE,1,INFECTIOUS
AICDA,AICDA,GENE,1,INFECTIOUS
AIDA,AIDA,GENE,1,INFECTIOUS
AIFM2,AIFM2,GENE,1,INFECTIOUS
AIM2,AIM2,GENE,1,INFECTIOUS
AIRE,AIRE,GENE,1,INFECTIOUS
AKR1B1,AKR1B1,GENE,1,INFECTIOUS
AKR1B10,AKR1B10,GENE,1,INFECTIOUS
AKR1C1,AKR1C1,GENE,1,INFECTIOUS
AKR1C3,AKR1C3,GENE,1,INFECTIOUS
AKT1,AKT1,GENE,1,INFECTIOUS
ALAD,ALAD,GENE,1,INFECTIOUS
ALB,ALB,GENE,1,INFECTIOUS
ALDH1A1,ALDH1A1,GENE,1,INFECTIOUS
ALDH1L1,ALDH1L1,GENE,1,INFECTIOUS
ALDH7A1,ALDH7A1,GENE,1,INFECTIOUS
ALK,ALK,GENE,1,INFECTIOUS
ALKBH1,ALKBH1,GENE,1,INFECTIOUS
ALOX12,ALOX12,GENE,1,INFECTIOUS
ALOX5,ALOX5,GENE,1,INFECTIOUS
ALPI,ALPI,GENE,1,INFECTIOUS
ALS3,ALS3,GENE,1,INFECTIOUS
ALYREF,ALYREF,GENE,1,INFECTIOUS
AMBP,AMBP,GENE,1,INFECTIOUS
AMD1,AMD1,GENE,1,INFECTIOUS
AMPD1,AMPD1,GENE,1,INFECTIOUS
AMY2A,AMY2A,GENE,1,INFECTIOUS
ANC,ANC,GENE,1,INFECTIOUS
ANGIOTENSIN II,ANGIOTENSIN II,GENE,1,INFECTIOUS
ANGPT1,ANGPT1,GENE,1,INFECTIOUS
ANGPT2,ANGPT2,GENE,1,INFECTIOUS
ANK1,ANK1,GENE,1,INFECTIOUS
ANKRD1,ANKRD1,GENE,1,INFECTIOUS
ANP32A,ANP32A,GENE,1,INFECTIOUS
ANPEP,ANPEP,GENE,1,INFECTIOUS
ANTXR1,ANTXR1,GENE,1,INFECTIOUS
ANTXR2,ANTXR2,GENE,1,INFECTIOUS
ANXA13,ANXA13,GENE,1,INFECTIOUS
ANXA2,ANXA2,GENE,1,INFECTIOUS
ANXA4,ANXA4,GENE,1,INFECTIOUS
ANXA5,ANXA5,GENE,1,INFECTIOUS
ANXA6,ANXA6,GENE,1,INFECTIOUS
AOX1,AOX1,GENE,1,INFECTIOUS
AP2A1,AP2A1,GENE,1,INFECTIOUS
APCDD1,APCDD1,GENE,1,INFECTIOUS
APEX1,APEX1,GENE,1,INFECTIOUS
APLN,APLN,GENE,1,INFECTIOUS
APLNR,APLNR,GENE,1,INFECTIOUS
APOA1,APOA1,GENE,1,INFECTIOUS
APOA5,APOA5,GENE,1,INFECTIOUS
APOB,APOB,GENE,1,INFECTIOUS
APOBEC1,APOBEC1,GENE,1,INFECTIOUS
APOBEC3A,APOBEC3A,GENE,1,INFECTIOUS
APOBEC3B,APOBEC3B,GENE,1,INFECTIOUS
APOBEC3C,APOBEC3C,GENE,1,INFECTIOUS
APOBEC3D,APOBEC3D,GENE,1,INFECTIOUS
APOBEC3F,APOBEC3F,GENE,1,INFECTIOUS
APOBEC3G,APOBEC3G,GENE,1,INFECTIOUS
APOBEC3H,APOBEC3H,GENE,1,INFECTIOUS
APOC1,APOC1,GENE,1,INFECTIOUS
APOC3,APOC3,GENE,1,INFECTIOUS
APOE,APOE,GENE,1,INFECTIOUS
APOH,APOH,GENE,1,INFECTIOUS
APOL1,APOL1,GENE,1,INFECTIOUS
APOM,APOM,GENE,1,INFECTIOUS
APP,APP,GENE,1,INFECTIOUS
APRT,APRT,GENE,1,INFECTIOUS
AR,AR,GENE,1,INFECTIOUS
ARAF,ARAF,GENE,1,INFECTIOUS
ARAP3,ARAP3,GENE,1,INFECTIOUS
ARC,ARC,GENE,1,INFECTIOUS
ARCN1,ARCN1,GENE,1,INFECTIOUS
AREG,AREG,GENE,1,INFECTIOUS
ARF1,ARF1,GENE,1,INFECTIOUS
ARFIP2,ARFIP2,GENE,1,INFECTIOUS
ARFRP1,ARFRP1,GENE,1,INFECTIOUS
ARHGEF15,ARHGEF15,GENE,1,INFECTIOUS
ARHGEF2,ARHGEF2,GENE,1,INFECTIOUS
ARHGEF26,ARHGEF26,GENE,1,INFECTIOUS
ARID4B,ARID4B,GENE,1,INFECTIOUS
ARIH1,ARIH1,GENE,1,INFECTIOUS
ARNT,ARNT,GENE,1,INFECTIOUS
ARPP21,ARPP21,GENE,1,INFECTIOUS
ARSD,ARSD,GENE,1,INFECTIOUS
ASGR1,ASGR1,GENE,1,INFECTIOUS
ASPA,ASPA,GENE,1,INFECTIOUS
ASPG,ASPG,GENE,1,INFECTIOUS
ASRGL1,ASRGL1,GENE,1,INFECTIOUS
ASZ1,ASZ1,GENE,1,INFECTIOUS
ATAD5,ATAD5,GENE,1,INFECTIOUS
ATF4,ATF4,GENE,1,INFECTIOUS
ATF6,ATF6,GENE,1,INFECTIOUS
ATG16L1,ATG16L1,GENE,1,INFECTIOUS
ATG5,ATG5,GENE,1,INFECTIOUS
ATG7,ATG7,GENE,1,INFECTIOUS
ATM,ATM,GENE,1,INFECTIOUS
ATP6AP2,ATP6AP2,GENE,1,INFECTIOUS
ATP6V0A2,ATP6V0A2,GENE,1,INFECTIOUS
ATP6V0C,ATP6V0C,GENE,1,INFECTIOUS
ATP6V0D1,ATP6V0D1,GENE,1,INFECTIOUS
ATR,ATR,GENE,1,INFECTIOUS
AURKA,AURKA,GENE,1,INFECTIOUS
AVP,AVP,GENE,1,INFECTIOUS
AXIN1,AXIN1,GENE,1,INFECTIOUS
AXL,AXL,GENE,1,INFECTIOUS
AZIN2,AZIN2,GENE,1,INFECTIOUS
B2M,B2M,GENE,1,INFECTIOUS
B3GAT1,B3GAT1,GENE,1,INFECTIOUS
B3GNT3,B3GNT3,GENE,1,INFECTIOUS
B4GALNT2,B4GALNT2,GENE,1,INFECTIOUS
BACH1,BACH1,GENE,1,INFECTIOUS
BAG3,BAG3,GENE,1,INFECTIOUS
BAG6,BAG6,GENE,1,INFECTIOUS
BAI1,BAI1,GENE,1,INFECTIOUS
BANF1,BANF1,GENE,1,INFECTIOUS
BATF2,BATF2,GENE,1,INFECTIOUS
BAX,BAX,GENE,1,INFECTIOUS
BBOX1,BBOX1,GENE,1,INFECTIOUS
BBS9,BBS9,GENE,1,INFECTIOUS
BCAR1,BCAR1,GENE,1,INFECTIOUS
BCAR3,BCAR3,GENE,1,INFECTIOUS
BCAS3,BCAS3,GENE,1,INFECTIOUS
BCHE,BCHE,GENE,1,INFECTIOUS
BCL11B,BCL11B,GENE,1,INFECTIOUS
BCL2,BCL2,GENE,1,INFECTIOUS
BCL2L1,BCL2L1,GENE,1,INFECTIOUS
BCL2L10,BCL2L10,GENE,1,INFECTIOUS
BCL2L11,BCL2L11,GENE,1,INFECTIOUS
BCR,BCR,GENE,1,INFECTIOUS
BDH1,BDH1,GENE,1,INFECTIOUS
BDNF,BDNF,GENE,1,INFECTIOUS
BECN1,BECN1,GENE,1,INFECTIOUS
BEST1,BEST1,GENE,1,INFECTIOUS
BIRC3,BIRC3,GENE,1,INFECTIOUS
BIRC5,BIRC5,GENE,1,INFECTIOUS
BLVRA,BLVRA,GENE,1,INFECTIOUS
BMP4,BMP4,GENE,1,INFECTIOUS
BMP7,BMP7,GENE,1,INFECTIOUS
BNC1,BNC1,GENE,1,INFECTIOUS
BPI,BPI,GENE,1,INFECTIOUS
BPIFA1,BPIFA1,GENE,1,INFECTIOUS
BRCA1,BRCA1,GENE,1,INFECTIOUS
BRD2,BRD2,GENE,1,INFECTIOUS
BRD4,BRD4,GENE,1,INFECTIOUS
BRSK1,BRSK1,GENE,1,INFECTIOUS
BRSK2,BRSK2,GENE,1,INFECTIOUS
BSCL2,BSCL2,GENE,1,INFECTIOUS
BSG,BSG,GENE,1,INFECTIOUS
BST2,BST2,GENE,1,INFECTIOUS
BTK,BTK,GENE,1,INFECTIOUS
BW4,BW4,GENE,1,INFECTIOUS
BZW1,BZW1,GENE,1,INFECTIOUS
C18ORF8,C18ORF8,GENE,1,INFECTIOUS
C1QBP,C1QBP,GENE,1,INFECTIOUS
C3,C3,GENE,1,INFECTIOUS
C4A,C4A,GENE,1,INFECTIOUS
C5,C5,GENE,1,INFECTIOUS
C5AR1,C5AR1,GENE,1,INFECTIOUS
C5ORF27,C5ORF27,GENE,1,INFECTIOUS
C6ORF15,C6ORF15,GENE,1,INFECTIOUS
C9ORF3,C9ORF3,GENE,1,INFECTIOUS
CA1,CA1,GENE,1,INFECTIOUS
CABIN1,CABIN1,GENE,1,INFECTIOUS
CACNA2D4,CACNA2D4,GENE,1,INFECTIOUS
CALB1,CALB1,GENE,1,INFECTIOUS
CALCOCO2,CALCOCO2,GENE,1,INFECTIOUS
CALM1,CALM1,GENE,1,INFECTIOUS
CALML3,CALML3,GENE,1,INFECTIOUS
CALR,CALR,GENE,1,INFECTIOUS
CALU,CALU,GENE,1,INFECTIOUS
CAMK2B,CAMK2B,GENE,1,INFECTIOUS
CAMP,CAMP,GENE,1,INFECTIOUS
CANX,CANX,GENE,1,INFECTIOUS
CAP1,CAP1,GENE,1,INFECTIOUS
CARD9,CARD9,GENE,1,INFECTIOUS
CASC5,CASC5,GENE,1,INFECTIOUS
CASD1,CASD1,GENE,1,INFECTIOUS
CASP1,CASP1,GENE,1,INFECTIOUS
CASP2,CASP2,GENE,1,INFECTIOUS
CASP3,CASP3,GENE,1,INFECTIOUS
CASP8,CASP8,GENE,1,INFECTIOUS
CASP9,CASP9,GENE,1,INFECTIOUS
CASR,CASR,GENE,1,INFECTIOUS
CASZ1,CASZ1,GENE,1,INFECTIOUS
CAT,CAT,GENE,1,INFECTIOUS
CAV1,CAV1,GENE,1,INFECTIOUS
CAV2,CAV2,GENE,1,INFECTIOUS
CBFB,CBFB,GENE,1,INFECTIOUS
CBLL1,CBLL1,GENE,1,INFECTIOUS
CBX8,CBX8,GENE,1,INFECTIOUS
CCA1,CCA1,GENE,1,INFECTIOUS
CCDC8,CCDC8,GENE,1,INFECTIOUS
CCL1,CCL1,GENE,1,INFECTIOUS
CCL14,CCL14,GENE,1,INFECTIOUS
CCL19,CCL19,GENE,1,INFECTIOUS
CCL2,CCL2,GENE,1,INFECTIOUS
CCL20,CCL20,GENE,1,INFECTIOUS
CCL21,CCL21,GENE,1,INFECTIOUS
CCL22,CCL22,GENE,1,INFECTIOUS
CCL28,CCL28,GENE,1,INFECTIOUS
CCL3,CCL3,GENE,1,INFECTIOUS
CCL3L1,CCL3L1,GENE,1,INFECTIOUS
CCL4,CCL4,GENE,1,INFECTIOUS
CCL4L1,CCL4L1,GENE,1,INFECTIOUS
CCL4L2,CCL4L2,GENE,1,INFECTIOUS
CCL5,CCL5,GENE,1,INFECTIOUS
CCL7,CCL7,GENE,1,INFECTIOUS
CCL8,CCL8,GENE,1,INFECTIOUS
CCND2,CCND2,GENE,1,INFECTIOUS
CCND3,CCND3,GENE,1,INFECTIOUS
CCNG1,CCNG1,GENE,1,INFECTIOUS
CCNO,CCNO,GENE,1,INFECTIOUS
CCNT1,CCNT1,GENE,1,INFECTIOUS
CCR1,CCR1,GENE,1,INFECTIOUS
CCR2,CCR2,GENE,1,INFECTIOUS
CCR3,CCR3,GENE,1,INFECTIOUS
CCR4,CCR4,GENE,1,INFECTIOUS
CCR5,CCR5,GENE,1,INFECTIOUS
CCR6,CCR6,GENE,1,INFECTIOUS
CCR7,CCR7,GENE,1,INFECTIOUS
CCS,CCS,GENE,1,INFECTIOUS
CD101,CD101,GENE,1,INFECTIOUS
CD14,CD14,GENE,1,INFECTIOUS
CD163,CD163,GENE,1,INFECTIOUS
CD19,CD19,GENE,1,INFECTIOUS
CD1A,CD1A,GENE,1,INFECTIOUS
CD1B,CD1B,GENE,1,INFECTIOUS
CD1C,CD1C,GENE,1,INFECTIOUS
CD1D,CD1D,GENE,1,INFECTIOUS
CD2,CD2,GENE,1,INFECTIOUS
CD200,CD200,GENE,1,INFECTIOUS
CD207,CD207,GENE,1,INFECTIOUS
CD209,CD209,GENE,1,INFECTIOUS
CD226,CD226,GENE,1,INFECTIOUS
CD24,CD24,GENE,1,INFECTIOUS
CD244,CD244,GENE,1,INFECTIOUS
CD247,CD247,GENE,1,INFECTIOUS
CD248,CD248,GENE,1,INFECTIOUS
CD27,CD27,GENE,1,INFECTIOUS
CD274,CD274,GENE,1,INFECTIOUS
CD28,CD28,GENE,1,INFECTIOUS
CD2AP,CD2AP,GENE,1,INFECTIOUS
CD300A,CD300A,GENE,1,INFECTIOUS
CD34,CD34,GENE,1,INFECTIOUS
CD36,CD36,GENE,1,INFECTIOUS
CD38,CD38,GENE,1,INFECTIOUS
CD3E,CD3E,GENE,1,INFECTIOUS
CD4,CD4,GENE,1,INFECTIOUS
CD40,CD40,GENE,1,INFECTIOUS
CD40LG,CD40LG,GENE,1,INFECTIOUS
CD44,CD44,GENE,1,INFECTIOUS
CD46,CD46,GENE,1,INFECTIOUS
CD47,CD47,GENE,1,INFECTIOUS
CD5,CD5,GENE,1,INFECTIOUS
CD53,CD53,GENE,1,INFECTIOUS
CD55,CD55,GENE,1,INFECTIOUS
CD58,CD58,GENE,1,INFECTIOUS
CD59,CD59,GENE,1,INFECTIOUS
CD63,CD63,GENE,1,INFECTIOUS
CD69,CD69,GENE,1,INFECTIOUS
CD7,CD7,GENE,1,INFECTIOUS
CD70,CD70,GENE,1,INFECTIOUS
CD74,CD74,GENE,1,INFECTIOUS
CD79A,CD79A,GENE,1,INFECTIOUS
CD80,CD80,GENE,1,INFECTIOUS
CD81,CD81,GENE,1,INFECTIOUS
CD83,CD83,GENE,1,INFECTIOUS
CD86,CD86,GENE,1,INFECTIOUS
CD8A,CD8A,GENE,1,INFECTIOUS
CD9,CD9,GENE,1,INFECTIOUS
CDA,CDA,GENE,1,INFECTIOUS
CDB2,CDB2,GENE,1,INFECTIOUS
CDC123,CDC123,GENE,1,INFECTIOUS
CDC37,CDC37,GENE,1,INFECTIOUS
CDC42,CDC42,GENE,1,INFECTIOUS
CDH1,CDH1,GENE,1,INFECTIOUS
CDH17,CDH17,GENE,1,INFECTIOUS
CDK1,CDK1,GENE,1,INFECTIOUS
CDK11B,CDK11B,GENE,1,INFECTIOUS
CDK13,CDK13,GENE,1,INFECTIOUS
CDK2,CDK2,GENE,1,INFECTIOUS
CDK20,CDK20,GENE,1,INFECTIOUS
CDK2AP1,CDK2AP1,GENE,1,INFECTIOUS
CDK5R1,CDK5R1,GENE,1,INFECTIOUS
CDK5R2,CDK5R2,GENE,1,INFECTIOUS
CDK6,CDK6,GENE,1,INFECTIOUS
CDK7,CDK7,GENE,1,INFECTIOUS
CDK9,CDK9,GENE,1,INFECTIOUS
CDKN1A,CDKN1A,GENE,1,INFECTIOUS
CDKN1B,CDKN1B,GENE,1,INFECTIOUS
CDKN2A,CDKN2A,GENE,1,INFECTIOUS
CDKN2B,CDKN2B,GENE,1,INFECTIOUS
CDKN2D,CDKN2D,GENE,1,INFECTIOUS
CDR1,CDR1,GENE,1,INFECTIOUS
CDR2,CDR2,GENE,1,INFECTIOUS
CDR3,CDR3,GENE,1,INFECTIOUS
CDSN,CDSN,GENE,1,INFECTIOUS
CDX2,CDX2,GENE,1,INFECTIOUS
CEACAM5,CEACAM5,GENE,1,INFECTIOUS
CEACAM6,CEACAM6,GENE,1,INFECTIOUS
CEBPB,CEBPB,GENE,1,INFECTIOUS
CEL,CEL,GENE,1,INFECTIOUS
CELIAC2,CELIAC2,GENE,1,INFECTIOUS
CENPK,CENPK,GENE,1,INFECTIOUS
CENPV,CENPV,GENE,1,INFECTIOUS
CES1,CES1,GENE,1,INFECTIOUS
CETP,CETP,GENE,1,INFECTIOUS
CFB,CFB,GENE,1,INFECTIOUS
CFH,CFH,GENE,1,INFECTIOUS
CFL1,CFL1,GENE,1,INFECTIOUS
CFLAR,CFLAR,GENE,1,INFECTIOUS
CFP,CFP,GENE,1,INFECTIOUS
CFTR,CFTR,GENE,1,INFECTIOUS
CH25H,CH25H,GENE,1,INFECTIOUS
CHAF1B,CHAF1B,GENE,1,INFECTIOUS
CHI3L1,CHI3L1,GENE,1,INFECTIOUS
CHIA,CHIA,GENE,1,INFECTIOUS
CHMP3,CHMP3,GENE,1,INFECTIOUS
CHMP4B,CHMP4B,GENE,1,INFECTIOUS
CHP1,CHP1,GENE,1,INFECTIOUS
CHRFAM7A,CHRFAM7A,GENE,1,INFECTIOUS
CHRM3,CHRM3,GENE,1,INFECTIOUS
CHRNA4,CHRNA4,GENE,1,INFECTIOUS
CHUK,CHUK,GENE,1,INFECTIOUS
CIITA,CIITA,GENE,1,INFECTIOUS
CIMT,CIMT,GENE,1,INFECTIOUS
CIR1,CIR1,GENE,1,INFECTIOUS
CISH,CISH,GENE,1,INFECTIOUS
CLDN1,CLDN1,GENE,1,INFECTIOUS
CLDN2,CLDN2,GENE,1,INFECTIOUS
CLDN23,CLDN23,GENE,1,INFECTIOUS
CLDN4,CLDN4,GENE,1,INFECTIOUS
CLDN6,CLDN6,GENE,1,INFECTIOUS
CLDN9,CLDN9,GENE,1,INFECTIOUS
CLEC10A,CLEC10A,GENE,1,INFECTIOUS
CLEC1B,CLEC1B,GENE,1,INFECTIOUS
CLEC4A,CLEC4A,GENE,1,INFECTIOUS
CLEC4D,CLEC4D,GENE,1,INFECTIOUS
CLEC4M,CLEC4M,GENE,1,INFECTIOUS
CLEC5A,CLEC5A,GENE,1,INFECTIOUS
CLEC6A,CLEC6A,GENE,1,INFECTIOUS
CLEC7A,CLEC7A,GENE,1,INFECTIOUS
CLEC9A,CLEC9A,GENE,1,INFECTIOUS
CLF,CLF,GENE,1,INFECTIOUS
CLK1,CLK1,GENE,1,INFECTIOUS
CLPP,CLPP,GENE,1,INFECTIOUS
CLPX,CLPX,GENE,1,INFECTIOUS
CLSTN2,CLSTN2,GENE,1,INFECTIOUS
CLSTN3,CLSTN3,GENE,1,INFECTIOUS
CMA1,CMA1,GENE,1,INFECTIOUS
CMC2,CMC2,GENE,1,INFECTIOUS
CMD1B,CMD1B,GENE,1,INFECTIOUS
CMPK1,CMPK1,GENE,1,INFECTIOUS
CNBP,CNBP,GENE,1,INFECTIOUS
CNOT7,CNOT7,GENE,1,INFECTIOUS
CNP,CNP,GENE,1,INFECTIOUS
CNR1,CNR1,GENE,1,INFECTIOUS
CNTN2,CNTN2,GENE,1,INFECTIOUS
CNTN5,CNTN5,GENE,1,INFECTIOUS
COASY,COASY,GENE,1,INFECTIOUS
COMMD1,COMMD1,GENE,1,INFECTIOUS
COPG1,COPG1,GENE,1,INFECTIOUS
COPS5,COPS5,GENE,1,INFECTIOUS
CORT,CORT,GENE,1,INFECTIOUS
CP,CP,GENE,1,INFECTIOUS
CPA1,CPA1,GENE,1,INFECTIOUS
CPD,CPD,GENE,1,INFECTIOUS
CPE,CPE,GENE,1,INFECTIOUS
CPO,CPO,GENE,1,INFECTIOUS
CPOX,CPOX,GENE,1,INFECTIOUS
CPS1,CPS1,GENE,1,INFECTIOUS
CPSF1,CPSF1,GENE,1,INFECTIOUS
CPSF4,CPSF4,GENE,1,INFECTIOUS
CPSF6,CPSF6,GENE,1,INFECTIOUS
CPVL,CPVL,GENE,1,INFECTIOUS
CR1,CR1,GENE,1,INFECTIOUS
CR2,CR2,GENE,1,INFECTIOUS
CREB1,CREB1,GENE,1,INFECTIOUS
CREB3,CREB3,GENE,1,INFECTIOUS
CREB5,CREB5,GENE,1,INFECTIOUS
CREBBP,CREBBP,GENE,1,INFECTIOUS
CREM,CREM,GENE,1,INFECTIOUS
CRH,CRH,GENE,1,INFECTIOUS
CRIP3,CRIP3,GENE,1,INFECTIOUS
CRK,CRK,GENE,1,INFECTIOUS
CRLF2,CRLF2,GENE,1,INFECTIOUS
CRP,CRP,GENE,1,INFECTIOUS
CRTC2,CRTC2,GENE,1,INFECTIOUS
CRYL1,CRYL1,GENE,1,INFECTIOUS
CRYZ,CRYZ,GENE,1,INFECTIOUS
CS,CS,GENE,1,INFECTIOUS
CSE,CSE,GENE,1,INFECTIOUS
CSF1,CSF1,GENE,1,INFECTIOUS
CSF2,CSF2,GENE,1,INFECTIOUS
CSF3,CSF3,GENE,1,INFECTIOUS
CSNK2A1,CSNK2A1,GENE,1,INFECTIOUS
CST3,CST3,GENE,1,INFECTIOUS
CTAG1A,CTAG1A,GENE,1,INFECTIOUS
CTF1,CTF1,GENE,1,INFECTIOUS
CTGF,CTGF,GENE,1,INFECTIOUS
CTH,CTH,GENE,1,INFECTIOUS
CTHRC1,CTHRC1,GENE,1,INFECTIOUS
CTLA4,CTLA4,GENE,1,INFECTIOUS
CTNNB1,CTNNB1,GENE,1,INFECTIOUS
CTSA,CTSA,GENE,1,INFECTIOUS
CTSB,CTSB,GENE,1,INFECTIOUS
CTSC,CTSC,GENE,1,INFECTIOUS
CTSG,CTSG,GENE,1,INFECTIOUS
CTSL,CTSL,GENE,1,INFECTIOUS
CTTN,CTTN,GENE,1,INFECTIOUS
CTTNBP2,CTTNBP2,GENE,1,INFECTIOUS
CUL9,CUL9,GENE,1,INFECTIOUS
CX3CL1,CX3CL1,GENE,1,INFECTIOUS
CX3CR1,CX3CR1,GENE,1,INFECTIOUS
CXCL1,CXCL1,GENE,1,INFECTIOUS
CXCL10,CXCL10,GENE,1,INFECTIOUS
CXCL11,CXCL11,GENE,1,INFECTIOUS
CXCL12,CXCL12,GENE,1,INFECTIOUS
CXCL13,CXCL13,GENE,1,INFECTIOUS
CXCL2,CXCL2,GENE,1,INFECTIOUS
CXCL9,CXCL9,GENE,1,INFECTIOUS
CXCR1,CXCR1,GENE,1,INFECTIOUS
CXCR2,CXCR2,GENE,1,INFECTIOUS
CXCR3,CXCR3,GENE,1,INFECTIOUS
CXCR4,CXCR4,GENE,1,INFECTIOUS
CXCR5,CXCR5,GENE,1,INFECTIOUS
CXCR6,CXCR6,GENE,1,INFECTIOUS
CYB5A,CYB5A,GENE,1,INFECTIOUS
CYBB,CYBB,GENE,1,INFECTIOUS
CYCLIN E,CYCLIN E,GENE,1,INFECTIOUS
CYCS,CYCS,GENE,1,INFECTIOUS
CYCSP51,CYCSP51,GENE,1,INFECTIOUS
CYCSP53,CYCSP53,GENE,1,INFECTIOUS
CYLD,CYLD,GENE,1,INFECTIOUS
CYP11B1,CYP11B1,GENE,1,INFECTIOUS
CYP19A1,CYP19A1,GENE,1,INFECTIOUS
CYP27A1,CYP27A1,GENE,1,INFECTIOUS
CYP2A6,CYP2A6,GENE,1,INFECTIOUS
CYP2A7,CYP2A7,GENE,1,INFECTIOUS
CYP2B6,CYP2B6,GENE,1,INFECTIOUS
CYP2C19,CYP2C19,GENE,1,INFECTIOUS
CYP2D6,CYP2D6,GENE,1,INFECTIOUS
CYP3A,CYP3A,GENE,1,INFECTIOUS
CYP3A4,CYP3A4,GENE,1,INFECTIOUS
CYP51A1,CYP51A1,GENE,1,INFECTIOUS
DAP,DAP,GENE,1,INFECTIOUS
DARC,DARC,GENE,1,INFECTIOUS
DARS,DARS,GENE,1,INFECTIOUS
DBP,DBP,GENE,1,INFECTIOUS
DCAF7,DCAF7,GENE,1,INFECTIOUS
DCK,DCK,GENE,1,INFECTIOUS
DCLK1,DCLK1,GENE,1,INFECTIOUS
DDAH1,DDAH1,GENE,1,INFECTIOUS
DDB1,DDB1,GENE,1,INFECTIOUS
DDC,DDC,GENE,1,INFECTIOUS
DDIT4,DDIT4,GENE,1,INFECTIOUS
DDO,DDO,GENE,1,INFECTIOUS
DDOST,DDOST,GENE,1,INFECTIOUS
DDR1,DDR1,GENE,1,INFECTIOUS
DDX1,DDX1,GENE,1,INFECTIOUS
DDX17,DDX17,GENE,1,INFECTIOUS
DDX21,DDX21,GENE,1,INFECTIOUS
DDX39B,DDX39B,GENE,1,INFECTIOUS
DDX3X,DDX3X,GENE,1,INFECTIOUS
DDX46,DDX46,GENE,1,INFECTIOUS
DDX5,DDX5,GENE,1,INFECTIOUS
DDX56,DDX56,GENE,1,INFECTIOUS
DDX58,DDX58,GENE,1,INFECTIOUS
DDX6,DDX6,GENE,1,INFECTIOUS
DDX60,DDX60,GENE,1,INFECTIOUS
DDX60L,DDX60L,GENE,1,INFECTIOUS
DEFA1,DEFA1,GENE,1,INFECTIOUS
DEFA3,DEFA3,GENE,1,INFECTIOUS
DEFA5,DEFA5,GENE,1,INFECTIOUS
DEFB1,DEFB1,GENE,1,INFECTIOUS
DEFB103A,DEFB103A,GENE,1,INFECTIOUS
DEFB4A,DEFB4A,GENE,1,INFECTIOUS
DERL2,DERL2,GENE,1,INFECTIOUS
DGAT1,DGAT1,GENE,1,INFECTIOUS
